1,12.16,11.461,12.075,11.468,12.138,11.266,12.091,11.02,11.716
2,13.674,13.161,13.891,12.547,13.481,12.968,13.691,12.837,13.753,13.116
3,15.698,14.172,15.774,14.704,15.135,14.246,15.09,14.647,15.874,14.7
4,15.592,15.542,15.109,15.902,14.782,16.248,14.423,15.416,15.667
5,14.856,15.337,15.076,15.268,14.958,15.447,14.535,15.301,14.812
6,13.791,12.918,13.734,13.056,13.496,12.871,13.847,12.533,13.755,13.098
7,15.106,14.034,14.592,13.956,13.608,15.11,13.911,14.568,13.774
8,10.221,9.8781,10.549,9.918,10,10.396,10.138,9.9245
9,11.454,10.764,11.848,11.241,11.95,11.908,11.495,12.108
10,7.6561,6.8129,6.9499,7.2668,6.8712,7.4959,7.0652,7.2965,6.8841
11,0.37202,0.29542,0.29049,0.43011,0.14461,0.34554,0.20394,0.27009
12,6.3762,6.5967,6.3059,6.969,6.267,6.7505,6.368,6.8458,6.1035
13,7.9671,7.6004,7.7932,7.0866,7.6205,7.3499,7.9924,7.6295,7.1568,7.8583,7.6524,7.0439
14,3.7252,3.5969,3.4991,3.6844,3.4473,3.8623,3.3751,3.759,3.7759
15,8.3296,7.7043,8.1807,7.7899,7.6476,7.72,7.6052,8.3639
16,10.344,10.232,10.784,9.8122,10.576,9.9115,10.548,9.842,10.14,9.7095
17,6.9433,7.2784,6.6694,7.4563,6.6979,7.4555,7.0519,7.5447,6.8949
18,9.1095,8.4332,9.2798,8.3439,9.2162,8.6127,9.3899,8.514,8.8214,8.3779
19,6.6036,6.3902,6.7284,5.9636,6.5802,6.2929,6.8999,6.3118,6.7401,6.3275
20,4.409,3.9512,4.1233,4.0758,4.4953,4.1032,4.4101,4.096,4.4874,4.4211
21,7.7534,7.3207,8.1697,7.6256,7.9184,7.5309,7.3128,7.8203,7.5285,7.9467,7.1091
22,5.2555,4.9877,5.047,4.8008,5.1985,4.7969,4.7178,5.1557,5.0828
23,6.3052,6.7305,6.3915,6.9468,6.4013,6.3513,7.0981,6.4142
24,3.7615,3.7608,3.9541,3.5182,3.9406,3.5604,3.8884,3.5515,3.7693,3.6361
25,4.5463,4.3044,4.6916,4.2576,4.3731,4.2094,4.2785,4.3596,4.4284,4.3489
26,2.3642,2.7744,2.3271,2.793,2.6675,2.805,2.7276,2.5205,2.6556,2.5325,2.4646
27,3.9962,3.6157,4.0596,3.8769,4.0683,3.826,3.9206,3.9192,4.2313,3.8204
28,3.9201,4.0533,3.9605,3.8872,3.846,4.0581,4.1107,3.6628,4.0706,3.8418
29,3.9069,3.8036,3.8854,3.6611,3.4495,3.8201,3.7537,3.9769,3.6342
30,3.0173,3.0748,2.7659,2.9436,2.8007,2.72,2.874
1,12.16,11.461,12.075,11.468,12.138,11.266,12.091,11.02,11.716
2,13.674,13.161,13.891,12.547,13.481,12.968,13.691,12.837,13.753,13.116
3,15.698,14.172,15.774,14.704,15.135,14.246,15.09,14.647,15.874,14.7
4,15.592,15.542,15.109,15.902,14.782,16.248,14.423,15.416,15.667
5,14.856,15.337,15.076,15.268,14.958,15.447,14.535,15.301,14.812
6,13.791,12.918,13.734,13.056,13.496,12.871,13.847,12.533,13.755,13.098
7,15.106,14.034,14.592,13.956,13.608,15.11,13.911,14.568,13.774
8,10.221,9.8781,10.549,9.918,10,10.396,10.138,9.9245
9,11.454,10.764,11.848,11.241,11.95,11.908,11.495,12.108
